dataset,family,outcome,set,predictor,beta,se,ci_lo,ci_hi,beta_std,p_raw,r2,n,p_adj,sig_raw,sig_adj
full,Summary,Analytic_Q2,crt2_plus_core4,seen_count,-0.06992393759062773,0.37192003990257977,-0.7988872157996841,0.6590393406184286,-0.011028370706004462,0.850870391030009,0.00022508158570555548,240,0.9312190596871166,False,False
full,Summary,Authentic_Q1,crt2_total,crt2_total,0.9620967634193077,1.753390022760156,-2.474547681190598,4.398741208029214,0.03581264094764873,0.5832067826143652,0.02271733784520813,237,0.7967973213055641,False,False
full,Summary,Authentic_Q1,crt2_total,seen_count,1.1576106385959093,0.5120921845041412,0.15390995696779264,2.161311320224026,0.14604332419663216,0.023787058128957594,0.02271733784520813,237,0.09514823251583038,True,False
full,Summary,Authentic_Q1,bcrt_core3,bcrt_core3_total,2.4188247353118513,1.8266820708903155,-1.161472123633167,5.99912159425687,0.08724297607877873,0.18544892986502926,0.02859201945785217,237,0.47779143967799254,False,False
full,Summary,Authentic_Q1,bcrt_core3,seen_count,1.0138451320003454,0.5290519042147293,-0.02309660026052396,2.050786864261215,0.12790597145642627,0.05532139837363674,0.02859201945785217,237,0.14752372899636465,False,False
full,Summary,Authentic_Q1,bcrt_core4,bcrt_core4_total,3.062656847128406,1.4959252441233932,0.13064336864655557,5.994670325610256,0.13049819940040497,0.04062541763940333,0.03726271941899706,237,0.32500334111522666,True,False
full,Summary,Authentic_Q1,bcrt_core4,seen_count,0.9080835657125634,0.5305585345487602,-0.1318111620030067,1.9479782934281336,0.11456316844656049,0.08697750689544967,0.03726271941899706,237,0.20270330708631884,False,False
full,Summary,Authentic_Q1,crt2_plus_core3,crt2_plus_core3_total,1.367681523960312,1.1818811571216181,-0.9488055439980594,3.6841685919186835,0.07806361755944827,0.24718766863323338,0.027305806882256367,237,0.659167116355289,False,False
full,Summary,Authentic_Q1,crt2_plus_core3,seen_count,1.0678100050845327,0.5277918234326664,0.033338031156506576,2.1022819790125586,0.13471414096722428,0.04305612701675683,0.027305806882256367,237,0.11225344085563949,True,False
full,Summary,Authentic_Q1,crt2_plus_core4,crt2_plus_core4_total,1.7045410459424963,1.0411766435384378,-0.3361651753928414,3.745247267277834,0.10766744038276535,0.10160340418077249,0.0325173712367538,237,0.40641361672308995,False,False
full,Summary,Authentic_Q1,crt2_plus_core4,seen_count,1.0072811093827687,0.5283766631105837,-0.028337150313975323,2.042899369079513,0.12707785909186167,0.05660229416575281,0.0325173712367538,237,0.11524490034157354,False,False
full,Summary,Authentic_Q2,crt2_total,crt2_total,1.0006678784680778,1.4369258723383678,-1.815706831315123,3.8170425882512786,0.03978914963864241,0.4861815432976556,0.024702267489686514,240,0.7967973213055641,False,False
full,Summary,Authentic_Q2,crt2_total,seen_count,1.122905002383797,0.4131657898233787,0.3131000543299748,1.9327099504376193,0.1513280098089046,0.006571609773221597,0.024702267489686514,240,0.052572878185772776,True,False
full,Summary,Authentic_Q2,bcrt_core3,bcrt_core3_total,-0.3748915675257818,1.748392867005438,-3.80174158685644,3.0519584518048766,-0.014444045453414666,0.8302190252450862,0.023318948929544003,240,0.8302190252450862,False,False
full,Summary,Authentic_Q2,bcrt_core3,seen_count,1.1508963501398621,0.42537907017712584,0.3171533725926955,1.9846393276870287,0.15510025673878913,0.0068185586738800435,0.023318948929544003,240,0.05454846939104035,True,False
full,Summary,Authentic_Q2,bcrt_core4,bcrt_core4_total,-0.2771959533332158,1.455922397441754,-3.1308038523190533,2.5764119456526218,-0.012616827621423788,0.8490019788833334,0.023269614282592332,240,0.8490019788833334,False,False
full,Summary,Authentic_Q2,bcrt_core4,seen_count,1.1507603033904492,0.4251267007280681,0.3175119699634358,1.9840086368174625,0.15508192243287197,0.006792200785906351,0.023269614282592332,240,0.05433760628725081,True,False
full,Summary,Authentic_Q2,crt2_plus_core3,crt2_plus_core3_total,0.28850914229448055,0.9887803310869243,-1.649500306635891,2.226518591224852,0.01759058878870729,0.7704526592213086,0.02342251544777063,240,0.7704526592213086,False,False
full,Summary,Authentic_Q2,crt2_plus_core3,seen_count,1.1093140367125882,0.4212549782141497,0.2836542794128548,1.9349737940123215,0.149496426743517,0.008454584828964221,0.02342251544777063,240,0.06763667863171377,True,False
full,Summary,Authentic_Q2,crt2_plus_core4,crt2_plus_core4_total,0.23556781960826356,0.8900706649766982,-1.5089706837460648,1.980106322962592,0.01589461418660943,0.7912699077498295,0.02336471399756468,240,0.8228113075413712,False,False
full,Summary,Authentic_Q2,crt2_plus_core4,seen_count,1.107898193644889,0.4220762322905904,0.28062877835533195,1.9351676089344463,0.14930562100912112,0.00866802742478,0.02336471399756468,240,0.06934421939824,True,False
full,Summary,Clout_Q1,crt2_total,crt2_total,0.014009594720366073,1.1096336308816501,-2.1608723218076684,2.1888915112484004,0.0007721381582612023,0.9899266369900894,0.003022412095805227,237,0.9899266369900894,False,False
full,Summary,Clout_Q1,crt2_total,seen_count,-0.295870283966815,0.3398234982746968,-0.9619243405852207,0.3701837726515908,-0.05526782801022537,0.3839405371869048,0.003022412095805227,237,0.6143048594990477,False,False
full,Summary,Clout_Q1,bcrt_core3,bcrt_core3_total,-1.1367261710246759,1.214628213125298,-3.51739746875026,1.2439451267009078,-0.06070630204574228,0.3493434888967796,0.0064876255391037585,237,0.5589495822348474,False,False
full,Summary,Clout_Q1,bcrt_core3,seen_count,-0.2241297168537846,0.3453665993222736,-0.9010482515254408,0.4527888178178716,-0.04186686975446588,0.5163630921488305,0.0064876255391037585,237,0.769353967800489,False,False
full,Summary,Clout_Q1,bcrt_core4,bcrt_core4_total,-1.2464411161801305,0.9871060459415621,-3.1811689662255924,0.6882867338653313,-0.07863751755425553,0.2066888878747719,0.008769576674815038,237,0.4133777757495438,False,False
full,Summary,Clout_Q1,bcrt_core4,seen_count,-0.19068266687059257,0.3501014610996352,-0.8768815306258775,0.4955161968846924,-0.035619044588867964,0.5859944438657592,0.008769576674815038,237,0.8724302260217073,False,False
full,Summary,Clout_Q1,crt2_plus_core3,crt2_plus_core3_total,-0.43684591617800095,0.6940082122718644,-1.7971020122308552,0.9234101798748533,-0.03691848082244098,0.5290521852034036,0.004335129218886236,237,0.7054029136045381,False,False
full,Summary,Clout_Q1,crt2_plus_core3,seen_count,-0.264307565090945,0.34943747877115816,-0.949205023482415,0.420589893300525,-0.04937199117599186,0.4494213186487471,0.004335129218886236,237,0.7190741098379954,False,False
full,Summary,Clout_Q1,crt2_plus_core4,crt2_plus_core4_total,-0.5463029775874616,0.6285034099689698,-1.7781696611266424,0.6855637059517191,-0.051093110280238725,0.38473094871047253,0.0055177385194836726,237,0.5901894692790672,False,False
full,Summary,Clout_Q1,crt2_plus_core4,seen_count,-0.24480062146628365,0.3525828401816814,-0.9358629882223792,0.4462617452898119,-0.04572814296386838,0.487489902197051,0.0055177385194836726,237,0.7799838435152816,False,False
full,Summary,Clout_Q2,crt2_total,crt2_total,-1.0852305437774983,0.5556112165103357,-2.174228528137756,0.0037674405827596846,-0.12800632883529087,0.0507936167183915,0.01671161202161109,240,0.22830158320221178,False,False
full,Summary,Clout_Q2,crt2_total,seen_count,-0.03971652930395656,0.17298375305424052,-0.37876468529026797,0.2993316266823548,-0.01587750759832046,0.8184050346071283,0.01671161202161109,240,0.9812278487109842,False,False
full,Summary,Clout_Q2,bcrt_core3,bcrt_core3_total,-0.8271495276305821,0.5203498609382361,-1.847035255069525,0.19273619980836065,-0.09453702601810304,0.11192439513996227,0.008870445370654845,240,0.4476975805598491,False,False
full,Summary,Clout_Q2,bcrt_core3,seen_count,0.004379097543878323,0.17856241453401014,-0.34560323494278156,0.3543614300305382,0.0017506352076889066,0.9804344933183005,0.008870445370654845,240,0.9804344933183005,False,False
full,Summary,Clout_Q2,bcrt_core4,bcrt_core4_total,-0.7321528462418957,0.4262069757501147,-1.5675185187121206,0.10321282622832906,-0.0988552580314142,0.08582689274018482,0.009539940210282816,240,0.3433075709607393,False,False
full,Summary,Clout_Q2,bcrt_core4,seen_count,0.013859172406453124,0.18229513537307399,-0.3434392929247719,0.3711576377376781,0.005540492058251713,0.9393984023777082,0.009539940210282816,240,0.9393984023777082,False,False
full,Summary,Clout_Q2,crt2_plus_core3,crt2_plus_core3_total,-0.7937369334969141,0.33629072398507237,-1.452866752507656,-0.13460711448617224,-0.14355956081844437,0.018261634548313543,0.02050598357799127,240,0.14609307638650834,True,False
